medium_id	original	mapped	value	concentration	unit	mmol_l	optional	source	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	hydration_confidence	hydration_parsing_method	corrected_mmol_l	base_compound_for_mapping	hydration_state
dsmz_1356	CaCl2 2-hydrate	CHEBI:3312	0.5		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	5.0	CaCl2 2-hydrate	anhydrous
dsmz_1356	MgCl2 6-hydrate	CHEBI:6636	0.1		g/L			json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse	1.0	MgCl2 6-hydrate	anhydrous
dsmz_1356	K2SO4	CHEBI:32036	20.0		g/L			json	K2SO4	K2SO4	0	K2SO4	CHEBI:32036			100.0	0.0	100.0	high	no_hydration	200.0	K2SO4	anhydrous
dsmz_1356	NH4Cl	CHEBI:31206	5.0		g/L			json	NH4Cl	NH4Cl	0	NH4Cl	CHEBI:31206	ammonium chloride	ClH4N	53.49	0.0	53.49	high	no_hydration	93.475416	NH4Cl	anhydrous
dsmz_1356	KH2PO4	CHEBI:63036	0.5		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	3.674039	KH2PO4	anhydrous
dsmz_1356	NaCl	CHEBI:26710	0.05		g/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	0.855578	NaCl	anhydrous
dsmz_1356	12.0 g/l agar.							json	12.0 g/l agar.	12.0g/lagar.	0	12.0g/lagar.				100.0	0.0	100.0	high	no_hydration		12.0 g/l agar.	anhydrous
dsmz_1155	NaCl	CHEBI:26710	27.7		g/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	473.990418	NaCl	anhydrous
dsmz_1155	MgSO4 7-hydrate	CHEBI:32599	7.0		g/L			json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse	70.0	MgSO4 7-hydrate	anhydrous
dsmz_1155	MgCl2 x 6 H20	KEGG:C07755	5.5		g/L			json	MgCl2 x 6 H20	MgCl2x6H20	0	MgCl2x6H20				100.0	0.0	100.0	high	no_hydration	55.0	MgCl2 x 6 H20	anhydrous
dsmz_1155	KH2PO4	CHEBI:63036	1.0		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	7.348078	KH2PO4	anhydrous
dsmz_1155	CaCl2 2-hydrate	CHEBI:3312	0.75		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	7.5	CaCl2 2-hydrate	anhydrous
dsmz_1155	KCl	CHEBI:32588	0.66		g/L			json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration	8.853119	KCl	anhydrous
dsmz_1155	NaBr	CHEBI:63004	0.5		g/L			json	NaBr	NaBr	0	NaBr	CHEBI:63004			100.0	0.0	100.0	high	no_hydration	5.0	NaBr	anhydrous
dsmz_1155	H3BO3	CHEBI:33118	0.1		g/L			json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration	1.0	H3BO3	anhydrous
dsmz_1155	SrCl2 6-hydrate		30.0		mg/L			json	SrCl2	SrCl2	6	SrCl2.6H2O				70.9	108.09	178.99	high	direct_parse	300.0	SrCl2	hydrated
dsmz_1368	KNO3	CHEBI:29795	0.15		g/L			json	KNO3	KNO3	0	KNO3	CHEBI:29795			100.0	0.0	100.0	high	no_hydration	1.5	KNO3	anhydrous
dsmz_1368	KH2PO4	CHEBI:63036	0.1		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	0.734808	KH2PO4	anhydrous
dsmz_1368	MgSO4 7-hydrate	CHEBI:32599	0.05		g/L			json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse	0.5	MgSO4 7-hydrate	anhydrous
dsmz_1368	CaCl2 2-hydrate	CHEBI:3312	0.02		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	0.2	CaCl2 2-hydrate	anhydrous
dsmz_1750	with 50 g/l NaCl		1000.0		g/L			json	with 50 g/l NaCl	with50g/lNaCl	0	with50g/lNaCl				100.0	0.0	100.0	high	no_hydration	10000.0	with 50 g/l NaCl	anhydrous
dsmz_1750	Artificial Seawater suppl. with 50 g/I NaCl1)		1.0		g/L			json	Artificial Seawater suppl. with 50 g/I NaCl1)	ArtificialSeawatersuppl.with50g/INaCl1)	0	ArtificialSeawatersuppl.with50g/INaCl1)				100.0	0.0	100.0	high	no_hydration	10.0	Artificial Seawater suppl. with 50 g/I NaCl1)	anhydrous
dsmz_1750	NaNO3	CHEBI:63005	1.0		g/L			json	NaNO3	NaNO3	0	NaNO3	CHEBI:63005	sodium nitrate	NNaO3	100.0	0.0	100.0	high	no_hydration	10.0	NaNO3	anhydrous
dsmz_1750	NaH2PO4	CHEBI:37585	1.0		g/L			json	NaH2PO4	NaH2PO4	0	NaH2PO4	CHEBI:37585			100.0	0.0	100.0	high	no_hydration	10.0	NaH2PO4	anhydrous
dsmz_1750	with		50.0		g/L			json	with	with	0	with				100.0	0.0	100.0	high	no_hydration	500.0	with	anhydrous
dsmz_1750	Solution	solution:2638						json	Solution	Solution	0	Solution				100.0	0.0	100.0	high	no_hydration		Solution	anhydrous
dsmz_1750	NaCl	CHEBI:26710						json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration		NaCl	anhydrous
dsmz_1750	2) Preparation of the “f/2” Trace Metal Working Stock Solution							json	2) Preparation of the “f/2” Trace Metal Working Stock Solution	2)Preparationofthe“f/2”TraceMetalWorkingStockSolution	0	2)Preparationofthe“f/2”TraceMetalWorkingStockSolution				100.0	0.0	100.0	high	no_hydration		2) Preparation of the “f/2” Trace Metal Working Stock Solution	anhydrous
dsmz_1750	Na2-EDTA 2-hydrate							json	Na2-EDTA	Na2-EDTA	2	Na2-EDTA.2H2O				45.98	36.03	82.00999999999999	high	direct_parse		Na2-EDTA	hydrated
dsmz_1750	FeCl3 6-hydrate	CHEBI:30808						json	FeCl3	FeCl3	6	FeCl3.6H2O	CHEBI:30808	iron(2+) chloride	Cl2Fe	162.2	108.09	270.28999999999996	high	direct_parse		FeCl3 6-hydrate	anhydrous
dsmz_1750	MnCl2 4-hydrate	CHEBI:7773						json	MnCl2	MnCl2	4	MnCl2.4H2O	CHEBI:7773	manganese(2+) chloride	Cl2Mn	125.84	72.06	197.9	high	direct_parse		MnCl2 4-hydrate	anhydrous
dsmz_1750	ZnSO4 7-hydrate	CHEBI:35176						json	ZnSO4	ZnSO4	7	ZnSO4.7H2O	CHEBI:35176	zinc sulfate	O4SZn	161.47	126.105	287.575	high	direct_parse		ZnSO4 7-hydrate	anhydrous
dsmz_1750	CoCl2 6-hydrate	CHEBI:35696						json	CoCl2	CoCl2	6	CoCl2.6H2O	CHEBI:35696	cobalt(2+) chloride	Cl2Co	129.84	108.09	237.93	high	direct_parse		CoCl2 6-hydrate	anhydrous
dsmz_1750	CuSO4 5-hydrate	CHEBI:23414						json	CuSO4	CuSO4	5	CuSO4.5H2O	CHEBI:23414	copper(2+) sulfate	CuO4S	159.61	90.075	249.685	high	direct_parse		CuSO4 5-hydrate	anhydrous
dsmz_1750	Na2MoO4 2-hydrate	CHEBI:75215						json	Na2MoO4	Na2MoO4	2	Na2MoO4.2H2O	CHEBI:75215	sodium molybdate	MoNa2O4	205.92	36.03	241.95	high	direct_parse		Na2MoO4 2-hydrate	anhydrous
dsmz_1750	Primary Stock Solution							json	Primary Stock Solution	PrimaryStockSolution	0	PrimaryStockSolution				100.0	0.0	100.0	high	no_hydration		Primary Stock Solution	anhydrous
dsmz_1750	Working Stock Solution	solution:5828						json	Working Stock Solution	WorkingStockSolution	0	WorkingStockSolution				100.0	0.0	100.0	high	no_hydration		Working Stock Solution	anhydrous
dsmz_1750	3) Preparation of the Vitamin Working Stock Solution							json	3) Preparation of the Vitamin Working Stock Solution	3)PreparationoftheVitaminWorkingStockSolution	0	3)PreparationoftheVitaminWorkingStockSolution				100.0	0.0	100.0	high	no_hydration		3) Preparation of the Vitamin Working Stock Solution	anhydrous
dsmz_1750	d-Biotin	CHEBI:15956						json	d-Biotin	d-Biotin	0	d-Biotin	CHEBI:15956	biotin	C10H16N2O3S	100.0	0.0	100.0	high	no_hydration		d-Biotin	anhydrous
dsmz_1553	Peptone	CAS-RN:73049-73-7	0.25		g/L			json	Peptone	Peptone	0	Peptone				100.0	0.0	100.0	high	no_hydration	2.5	Peptone	anhydrous
dsmz_1553	Yeast extract	CAS-RN:8013-01-2	0.25		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	2.5	Yeast extract	anhydrous
dsmz_1553	K2HPO4	CHEBI:131527	0.1		g/L			json	K2HPO4	K2HPO4	0	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HK2O4P	100.0	0.0	100.0	high	no_hydration	1.0	K2HPO4	anhydrous
dsmz_1553	NaH2PO4	CHEBI:37585	0.05		g/L			json	NaH2PO4	NaH2PO4	0	NaH2PO4	CHEBI:37585			100.0	0.0	100.0	high	no_hydration	0.5	NaH2PO4	anhydrous
dsmz_1553	MgSO4 7-hydrate	CHEBI:32599	0.02		g/L			json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse	0.2	MgSO4 7-hydrate	anhydrous
dsmz_997	NaNO3	CHEBI:63005	1.0		g/L			json	NaNO3	NaNO3	0	NaNO3	CHEBI:63005	sodium nitrate	NNaO3	100.0	0.0	100.0	high	no_hydration	10.0	NaNO3	anhydrous
dsmz_997	NaHCO3	CHEBI:32139	1.0		g/L			json	NaHCO3	NaHCO3	0	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHNaO3	100.0	0.0	100.0	high	no_hydration	10.0	NaHCO3	anhydrous
dsmz_997	Na2WO4 2-hydrate	CHEBI:77885	0.1		mg/L			json	Na2WO4	Na2WO4	2	Na2WO4.2H2O	CHEBI:77885	sodium tungstate	Na2O4W	293.82	36.03	329.85	high	direct_parse	1.0	Na2WO4 2-hydrate	anhydrous
dsmz_997	Na2S	CHEBI:76208	0.5		g/L			json	Na2S	Na2S	0	Na2S	CHEBI:76208			100.0	0.0	100.0	high	no_hydration	5.0	Na2S	anhydrous
dsmz_997	solution	solution:2638	100.0		g/L			json	solution	solution	0	solution				100.0	0.0	100.0	high	no_hydration	1000.0	solution	anhydrous
dsmz_997	g/l), NaHCO3 solution (100 g/l), Na2S solution (100 g/l); pH 7.5) and trace vitamin							json	g/l), NaHCO3 solution (100 g/l), Na2S solution (100 g/l); pH 7.5) and trace vitamin	g/l),NaHCO3solution(100g/l),Na2Ssolution(100g/l);pH7.5)andtracevitamin	0	g/l),NaHCO3solution(100g/l),Na2Ssolution(100g/l);pH7.5)andtracevitamin				100.0	0.0	100.0	high	no_hydration		g/l), NaHCO3 solution (100 g/l), Na2S solution (100 g/l); pH 7.5) and trace vitamin	anhydrous
dsmz_997	NaCl	CHEBI:26710						json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration		NaCl	anhydrous
dsmz_997	K2HPO4	CHEBI:131527						json	K2HPO4	K2HPO4	0	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HK2O4P	100.0	0.0	100.0	high	no_hydration		K2HPO4	anhydrous
dsmz_997	CaCl2 2-hydrate	CHEBI:3312						json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse		CaCl2 2-hydrate	anhydrous
dsmz_997	NH4Cl	CHEBI:31206						json	NH4Cl	NH4Cl	0	NH4Cl	CHEBI:31206	ammonium chloride	ClH4N	53.49	0.0	53.49	high	no_hydration		NH4Cl	anhydrous
dsmz_997	MgSO4 7-hydrate	CHEBI:32599						json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse		MgSO4 7-hydrate	anhydrous
dsmz_997	MgCl2 6-hydrate	CHEBI:6636						json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse		MgCl2 6-hydrate	anhydrous
dsmz_997	KCl	CHEBI:32588						json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration		KCl	anhydrous
dsmz_997	NiCl2 6-hydrate	CHEBI:34887						json	NiCl2	NiCl2	6	NiCl2.6H2O	CHEBI:34887	nickel(2+) chloride	Cl2Ni	129.6	108.09	237.69	high	direct_parse		NiCl2 6-hydrate	anhydrous
dsmz_997	Na2SeO3 5-hydrate	CHEBI:48843						json	Na2SeO3	Na2SeO3	5	Na2SeO3.5H2O	CHEBI:48843	sodium selenite	Na2O3Se	172.94	90.075	263.015	high	direct_parse		Na2SeO3 5-hydrate	anhydrous
dsmz_997	C6H9NO6	ingredient:898						json	C6H9NO6	C6H9NO6	0	C6H9NO6				100.0	0.0	100.0	high	no_hydration		C6H9NO6	anhydrous
dsmz_997	MnSO4 2-hydrate	CHEBI:75214						json	MnSO4	MnSO4	2	MnSO4.2H2O	CHEBI:75214			151.0	36.03	187.03	high	direct_parse		MnSO4 2-hydrate	anhydrous
dsmz_997	FeSO4 7-hydrate	CHEBI:75832						json	FeSO4	FeSO4	7	FeSO4.7H2O	CHEBI:75832	iron(2+) sulfate	FeO4S	151.91	126.105	278.015	high	direct_parse		FeSO4 7-hydrate	anhydrous
dsmz_997	CoSO4 7-hydrate	CHEBI:53470						json	CoSO4	CoSO4	7	CoSO4.7H2O	CHEBI:53470	cobalt(2+) sulfate	CoO4S	154.99	126.105	281.095	high	direct_parse		CoSO4 7-hydrate	anhydrous
dsmz_997	ZnSO4 7-hydrate	CHEBI:35176						json	ZnSO4	ZnSO4	7	ZnSO4.7H2O	CHEBI:35176	zinc sulfate	O4SZn	161.47	126.105	287.575	high	direct_parse		ZnSO4 7-hydrate	anhydrous
dsmz_997	CuSO4 5-hydrate	CHEBI:23414						json	CuSO4	CuSO4	5	CuSO4.5H2O	CHEBI:23414	copper(2+) sulfate	CuO4S	159.61	90.075	249.685	high	direct_parse		CuSO4 5-hydrate	anhydrous
dsmz_997	H3BO3	CHEBI:33118						json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration		H3BO3	anhydrous
dsmz_997	Na2MoO4 2-hydrate	CHEBI:75215						json	Na2MoO4	Na2MoO4	2	Na2MoO4.2H2O	CHEBI:75215	sodium molybdate	MoNa2O4	205.92	36.03	241.95	high	direct_parse		Na2MoO4 2-hydrate	anhydrous
dsmz_1349	Peptone	CAS-RN:73049-73-7	5.0		g/L			json	Peptone	Peptone	0	Peptone				100.0	0.0	100.0	high	no_hydration	50.0	Peptone	anhydrous
dsmz_1349	Yeast Extract	CAS-RN:8013-01-2	0.5		g/L			json	Yeast Extract	YeastExtract	0	YeastExtract				100.0	0.0	100.0	high	no_hydration	5.0	Yeast Extract	anhydrous
dsmz_1349	Biotin	CHEBI:15956	10.0		g/L			json	Biotin	Biotin	0	Biotin	CHEBI:15956	biotin	C10H16N2O3S	100.0	0.0	100.0	high	no_hydration	100.0	Biotin	anhydrous
dsmz_1349	Folic acid	CHEBI:27470	10.0		ml/L			json	Folic acid	Folicacid	0	Folicacid	CHEBI:27470	folic acid	C19H19N7O6	100.0	0.0	100.0	high	no_hydration	100.0	Folic acid	anhydrous
dsmz_1349	Thiamine-HCl 2-hydrate		750.0		ml/L			json	Thiamine-HCl	Thiamine-HCl	2	Thiamine-HCl.2H2O				36.458000000000006	36.03	72.488	high	direct_parse	7500.0	Thiamine-HCl	hydrated
dsmz_1349	Nicotinic acid	CHEBI:15940	250.0		ml/L			json	Nicotinic acid	Nicotinicacid	0	Nicotinicacid	CHEBI:15940	nicotinic acid	C6H5NO2	100.0	0.0	100.0	high	no_hydration	2500.0	Nicotinic acid	anhydrous
dsmz_1349	p-Aminobenzoic acid	CHEBI:30753	2.0		mg/L			json	p-Aminobenzoic acid	p-Aminobenzoicacid	0	p-Aminobenzoicacid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	100.0	0.0	100.0	high	no_hydration	20.0	p-Aminobenzoic acid	anhydrous
dsmz_1349	Lipoic acid	CHEBI:16494	2.0		mg/L			json	Lipoic acid	Lipoicacid	0	Lipoicacid	CHEBI:16494			100.0	0.0	100.0	high	no_hydration	20.0	Lipoic acid	anhydrous
dsmz_1174	K2HPO4	CHEBI:131527	0.25		g/L			json	K2HPO4	K2HPO4	0	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HK2O4P	100.0	0.0	100.0	high	no_hydration	2.5	K2HPO4	anhydrous
dsmz_1174	NH4Cl	CHEBI:31206	0.5		g/L			json	NH4Cl	NH4Cl	0	NH4Cl	CHEBI:31206	ammonium chloride	ClH4N	53.49	0.0	53.49	high	no_hydration	9.347542	NH4Cl	anhydrous
dsmz_1174	Yeast extract	CAS-RN:8013-01-2	0.1		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	1.0	Yeast extract	anhydrous
dsmz_1174	Na acetate		10.0		g/L			json	Na acetate	Naacetate	0	Naacetate				100.0	0.0	100.0	high	no_hydration	100.0	Na acetate	anhydrous
dsmz_1174	NaCl	CHEBI:26710	17.5		g/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	299.45243	NaCl	anhydrous
dsmz_1174	Na2B4O7	CAS-RN:1330-43-4	4.0		g/L			json	Na2B4O7	Na2B4O7	0	Na2B4O7				100.0	0.0	100.0	high	no_hydration	40.0	Na2B4O7	anhydrous
dsmz_1277b	MgCl2 6-hydrate	CHEBI:6636	0.2		g/L			json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse	2.0	MgCl2 6-hydrate	anhydrous
dsmz_1277b	CaCl2 2-hydrate	CHEBI:3312	0.1		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	1.0	CaCl2 2-hydrate	anhydrous
dsmz_1277b	KH2PO4	CHEBI:63036	0.1		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	0.734808	KH2PO4	anhydrous
dsmz_1277b	KCl	CHEBI:32588	0.1		g/L			json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration	1.341382	KCl	anhydrous
dsmz_1277b	Selenite-tungstate solution	ingredient:88	0.1		g/L			json	Selenite-tungstate solution	Selenite-tungstatesolution	0	Selenite-tungstatesolution				100.0	0.0	100.0	high	no_hydration	1.0	Selenite-tungstate solution	anhydrous
dsmz_1277b	Na2CO3	CHEBI:29377	1.0		ml/L			json	Na2CO3	Na2CO3	0	Na2CO3	CHEBI:29377	sodium carbonate	CNa2O3	100.0	0.0	100.0	high	no_hydration	10.0	Na2CO3	anhydrous
dsmz_1277b	Na2S2O5	CHEBI:114786	1.0		ml/L			json	Na2S2O5	Na2S2O5	0	Na2S2O5	CHEBI:114786			100.0	0.0	100.0	high	no_hydration	10.0	Na2S2O5	anhydrous
dsmz_1277b	Seven vitamins solution	solution:4611	45.0		ml/L			json	Seven vitamins solution	Sevenvitaminssolution	0	Sevenvitaminssolution				100.0	0.0	100.0	high	no_hydration	450.0	Seven vitamins solution	anhydrous
dsmz_1277b	FeCl3 6-hydrate	CHEBI:30808	60.0		g/L			json	FeCl3	FeCl3	6	FeCl3.6H2O	CHEBI:30808	iron(2+) chloride	Cl2Fe	162.2	108.09	270.28999999999996	high	direct_parse	600.0	FeCl3 6-hydrate	anhydrous
dsmz_1277b	FeCl2 4-hydrate	CHEBI:30808						json	FeCl2	FeCl2	4	FeCl2.4H2O	CHEBI:30808	iron(2+) chloride	Cl2Fe	126.75	72.06	198.81	high	direct_parse		FeCl2 4-hydrate	anhydrous
dsmz_1277b	ZnCl2	CHEBI:49976						json	ZnCl2	ZnCl2	0	ZnCl2	CHEBI:49976	zinc chloride	Cl2Zn	100.0	0.0	100.0	high	no_hydration		ZnCl2	anhydrous
dsmz_1277b	MnCl2 4-hydrate	CHEBI:7773						json	MnCl2	MnCl2	4	MnCl2.4H2O	CHEBI:7773	manganese(2+) chloride	Cl2Mn	125.84	72.06	197.9	high	direct_parse		MnCl2 4-hydrate	anhydrous
dsmz_1277b	H3BO3	CHEBI:33118						json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration		H3BO3	anhydrous
dsmz_1277b	CoCl2 6-hydrate	CHEBI:35696						json	CoCl2	CoCl2	6	CoCl2.6H2O	CHEBI:35696	cobalt(2+) chloride	Cl2Co	129.84	108.09	237.93	high	direct_parse		CoCl2 6-hydrate	anhydrous
dsmz_1277b	CuCl2 2-hydrate	CHEBI:49553						json	CuCl2	CuCl2	2	CuCl2.2H2O	CHEBI:49553	copper(2+) chloride	Cl2Cu	134.45	36.03	170.48	high	direct_parse		CuCl2 2-hydrate	anhydrous
dsmz_1277b	NiCl2 6-hydrate	CHEBI:34887						json	NiCl2	NiCl2	6	NiCl2.6H2O	CHEBI:34887	nickel(2+) chloride	Cl2Ni	129.6	108.09	237.69	high	direct_parse		NiCl2 6-hydrate	anhydrous
dsmz_1277b	Na2MoO4 2-hydrate	CHEBI:75215						json	Na2MoO4	Na2MoO4	2	Na2MoO4.2H2O	CHEBI:75215	sodium molybdate	MoNa2O4	205.92	36.03	241.95	high	direct_parse		Na2MoO4 2-hydrate	anhydrous
dsmz_1277b	NaOH	CHEBI:32145						json	NaOH	NaOH	0	NaOH	CHEBI:32145			100.0	0.0	100.0	high	no_hydration		NaOH	anhydrous
dsmz_1277b	Na2SeO3 5-hydrate	CHEBI:48843						json	Na2SeO3	Na2SeO3	5	Na2SeO3.5H2O	CHEBI:48843	sodium selenite	Na2O3Se	172.94	90.075	263.015	high	direct_parse		Na2SeO3 5-hydrate	anhydrous
dsmz_1277b	Na2WO4 2-hydrate	CHEBI:77885						json	Na2WO4	Na2WO4	2	Na2WO4.2H2O	CHEBI:77885	sodium tungstate	Na2O4W	293.82	36.03	329.85	high	direct_parse		Na2WO4 2-hydrate	anhydrous
dsmz_1277b	p-Aminobenzoic acid	CHEBI:30753						json	p-Aminobenzoic acid	p-Aminobenzoicacid	0	p-Aminobenzoicacid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	100.0	0.0	100.0	high	no_hydration		p-Aminobenzoic acid	anhydrous
dsmz_1277b	D-(+)-biotin	CHEBI:15956						json	D-(+)-biotin	D-(+)-biotin	0	D-(+)-biotin	CHEBI:15956	biotin	C10H16N2O3S	100.0	0.0	100.0	high	no_hydration		D-(+)-biotin	anhydrous
dsmz_1277b	Nicotinic acid	CHEBI:15940						json	Nicotinic acid	Nicotinicacid	0	Nicotinicacid	CHEBI:15940	nicotinic acid	C6H5NO2	100.0	0.0	100.0	high	no_hydration		Nicotinic acid	anhydrous
dsmz_1277b	Pyridoxine hydrochloride	CHEBI:30961						json	Pyridoxine hydrochloride	Pyridoxinehydrochloride	0	Pyridoxinehydrochloride	CHEBI:30961	pyridoxine hydrochloride	C8H12ClNO3	100.0	0.0	100.0	high	no_hydration		Pyridoxine hydrochloride	anhydrous
dsmz_1277b	Thiamine-HCl 2-hydrate							json	Thiamine-HCl	Thiamine-HCl	2	Thiamine-HCl.2H2O				36.458000000000006	36.03	72.488	high	direct_parse		Thiamine-HCl	hydrated
dsmz_950	NaCl	CHEBI:26710	22.79		g/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	389.972621	NaCl	anhydrous
dsmz_950	Na2SO4	CHEBI:32149	3.98		g/L			json	Na2SO4	Na2SO4	0	Na2SO4	CHEBI:32149			142.04	0.0	142.04	high	no_hydration	28.020276	Na2SO4	anhydrous
dsmz_950	KCl	CHEBI:32588	0.72		g/L			json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration	9.657948	KCl	anhydrous
dsmz_950	NaBr	CHEBI:63004	83.0		mg/L			json	NaBr	NaBr	0	NaBr	CHEBI:63004			100.0	0.0	100.0	high	no_hydration	830.0	NaBr	anhydrous
dsmz_950	NaHCO3	CHEBI:32139	31.0		mg/L			json	NaHCO3	NaHCO3	0	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHNaO3	100.0	0.0	100.0	high	no_hydration	310.0	NaHCO3	anhydrous
dsmz_950	H3BO3	CHEBI:33118	27.0		mg/L			json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration	270.0	H3BO3	anhydrous
dsmz_950	NaF	CHEBI:28741	2.6		mg/L			json	NaF	NaF	0	NaF	CHEBI:28741			100.0	0.0	100.0	high	no_hydration	26.0	NaF	anhydrous
dsmz_950	NH4Cl	CHEBI:31206	0.27		g/L			json	NH4Cl	NH4Cl	0	NH4Cl	CHEBI:31206	ammonium chloride	ClH4N	53.49	0.0	53.49	high	no_hydration	5.047672	NH4Cl	anhydrous
dsmz_950	Na2HPO4 7-hydrate		89.0		mg/L			json	Na2HPO4	Na2HPO4	7	Na2HPO4.7H2O				141.958	126.105	268.063	high	direct_parse	890.0	Na2HPO4	hydrated
dsmz_950	TAPSO	CAS-RN:90549-86-3	1.3		g/L			json	TAPSO	TAPSO	0	TAPSO				100.0	0.0	100.0	high	no_hydration	13.0	TAPSO	anhydrous
dsmz_950	MgCl2 6-hydrate	CHEBI:6636	500.0		ml/L			json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse	5000.0	MgCl2 6-hydrate	anhydrous
dsmz_950	CaCl2 2-hydrate	CHEBI:3312	11.18		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	111.8	CaCl2 2-hydrate	anhydrous
dsmz_950	SrCl2 6-hydrate		1.46		g/L			json	SrCl2	SrCl2	6	SrCl2.6H2O				70.9	108.09	178.99	high	direct_parse	14.6	SrCl2	hydrated
dsmz_950	FeCl2 4-hydrate	CHEBI:30808	24.0		mg/L			json	FeCl2	FeCl2	4	FeCl2.4H2O	CHEBI:30808	iron(2+) chloride	Cl2Fe	126.75	72.06	198.81	high	direct_parse	240.0	FeCl2 4-hydrate	anhydrous
