medium_id	original	mapped	chebi_label	chebi_formula	value	concentration	unit	mmol_l	optional	source	normalized_compound	hydration_number	chebi_match	chebi_id	chebi_original_name	similarity_score	match_confidence	matching_method	mapping_status	mapping_quality	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	hydration_state	hydration_parsing_method	hydration_confidence	base_compound_for_mapping	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	corrected_mmol_l	hydrated_chebi_id	hydrated_chebi_label	hydrate_mapping_source
jcm_1171_composition	Lipoic acid	CHEBI:16494	lipoic acid	C8H14O2S2	0.25		mg			json		0							original_only	good	Lipoic acid	Lipoicacid		Lipoicacid					no_hydration	high		100.0	0.0	100.0	2.5			
jcm_1171_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	0.099		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	0.99			
jcm_1171_composition	NaNO3	CHEBI:63005			0.17		g			json		0							original_only	good	NaNO3	NaNO3		NaNO3					no_hydration	high		100.0	0.0	100.0	1.7			
jcm_1171_composition	Nicotinamide	CHEBI:17154	nicotinamide	C6H6N2O	0.25		mg			json		0							original_only	good	Nicotinamide	Nicotinamide		Nicotinamide					no_hydration	high		100.0	0.0	100.0	2.5			
jcm_1171_composition	Nicotinic acid	CHEBI:15940	nicotinic acid	C6H5NO2	0.25		mg			json		0							original_only	good	Nicotinic acid	Nicotinicacid		Nicotinicacid					no_hydration	high		100.0	0.0	100.0	2.5			
jcm_1171_composition	Pyridoxine·HCl	CHEBI:131531	pyridoxamine hydrochloride	C8H12N2O2.HCl	0.5		mg			json		0							original_only	good	Pyridoxine·HCl	Pyridoxine·HCl		Pyridoxine·HCl					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_1171_composition	Riboflavin	CHEBI:17015	riboflavin	C17H20N4O6	0.25		mg			json		0							original_only	good	Riboflavin	Riboflavin		Riboflavin					no_hydration	high		100.0	0.0	100.0	2.5			
jcm_1171_composition	SL-6 trace element solution (see Medium No.167)	ingredient:1886			1.0		L			json		0							original_only	good	SL-6 trace element solution (see Medium No.167)	SL-6traceelementsolution(seeMediumNo.167)		SL-6traceelementsolution(seeMediumNo.167)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1171_composition	Selenite-Tungstate solution* (see Medium No.431)	ingredient:1921			1.0		ml			json		0							original_only	good	Selenite-Tungstate solution* (see Medium No.431)	Selenite-Tungstatesolution*(seeMediumNo.431)		Selenite-Tungstatesolution*(seeMediumNo.431)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1171_composition	Thiamine·HCl	CHEBI:49105	thiamine hydrochloride	C12H17N4OS.Cl.HCl	0.25		mg			json		0							original_only	good	Thiamine·HCl	Thiamine·HCl		Thiamine·HCl					no_hydration	high		100.0	0.0	100.0	2.5			
jcm_1171_composition	Vitamin B12	CHEBI:176843	vitamin B12		0.05		mg			json		0							original_only	good	Vitamin B12	VitaminB12		VitaminB12					no_hydration	high		100.0	0.0	100.0	0.5			
jcm_1171_composition	p-Aminobenzoic acid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	0.25		mg			json		0							original_only	good	p-Aminobenzoic acid	p-Aminobenzoicacid		p-Aminobenzoicacid					no_hydration	high		100.0	0.0	100.0	2.5			
jcm_1172_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	1.0		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1172_composition	Maltose	CHEBI:18167	alpha-maltose	C12H22O11	1.7		g			json		0							original_only	good	Maltose	Maltose		Maltose					no_hydration	high		100.0	0.0	100.0	17.0			
jcm_1172_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	4.0		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	40.0			
jcm_1172_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.5		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	9.347542			
jcm_1172_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	40.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	684.462697			
jcm_1172_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1172_composition	Trace vitamins solution (see Medium No.284)	ingredient:1982			2.0		ml			json		0							original_only	good	Trace vitamins solution (see Medium No.284)	Tracevitaminssolution(seeMediumNo.284)		Tracevitaminssolution(seeMediumNo.284)					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_1172_composition	Yeast extract	FOODON:03315426			1.0		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1175_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.05		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	0.5			
jcm_1175_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	0.5		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_1175_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.4		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	5.365526			
jcm_1175_composition	L-Arginine	CHEBI:16467	L-arginine	C6H14N4O2	4.2		g			json		0							original_only	good	L-Arginine	L-Arginine		L-Arginine					no_hydration	high		100.0	0.0	100.0	42.0			
jcm_1175_composition	L-Cysteine	CHEBI:17561	L-cysteine	C3H7NO2S	2.4		g			json		0							original_only	good	L-Cysteine	L-Cysteine		L-Cysteine					no_hydration	high		100.0	0.0	100.0	24.0			
jcm_1175_composition	L-Histidine	CHEBI:15971	L-histidine	C6H9N3O2	4.2		g			json		0							original_only	good	L-Histidine	L-Histidine		L-Histidine					no_hydration	high		100.0	0.0	100.0	42.0			
jcm_1175_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	0.3		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	3.0			
jcm_1175_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.5		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	9.347542			
jcm_1175_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.4		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	6.844627			
jcm_1175_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1175_composition	Trace vitamins (see Medium No.197)	ingredient:1784			1.0		ml			json		0							original_only	good	Trace vitamins (see Medium No.197)	Tracevitamins(seeMediumNo.197)		Tracevitamins(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1175_composition	Yeast extract	FOODON:03315426			2.0		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_1176_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.1		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_1176_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	0.29		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	2.9			
jcm_1176_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	0.2		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	2.0			
jcm_1176_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	1.0		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	18.695083			
jcm_1176_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.9		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	15.400411			
jcm_1176_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	2.0		g			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_1176_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	0.5		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_1176_composition	Trace element solution (see Medium No.187)	ingredient:1886			1.0		ml			json		0							original_only	good	Trace element solution (see Medium No.187)	Traceelementsolution(seeMediumNo.187)		Traceelementsolution(seeMediumNo.187)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1176_composition	Trace vitamins* (see Medium No.197)	ingredient:1784			10.0		ml			json		0							original_only	good	Trace vitamins* (see Medium No.197)	Tracevitamins*(seeMediumNo.197)		Tracevitamins*(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_1177_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.4		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	4.0			
jcm_1177_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	0.4		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	4.0			
jcm_1177_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	1.5		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	20.120724			
jcm_1177_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	6.0		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	60.0			
jcm_1177_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	1.0		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	18.695083			
jcm_1177_composition	Na2SO4	CHEBI:32149	sodium sulfate	2Na.O4S	1.0		g			json		0							original_only	good	Na2SO4	Na2SO4		Na2SO4	CHEBI:32149				no_hydration	high		142.04	0.0	142.04	7.04027			
jcm_1177_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	120.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	2053.38809			
jcm_1177_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	0.5		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_1177_composition	Trace vitamins* (see Medium No.197)	ingredient:1784			10.0		ml			json		0							original_only	good	Trace vitamins* (see Medium No.197)	Tracevitamins*(seeMediumNo.197)		Tracevitamins*(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_1178_composition	Agar	CHEBI:2509	agar		15.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_1178_composition	Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	10.0		g			json		0							original_only	good	Glucose	Glucose		Glucose					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_1178_composition	Meat Extract	FOODON:03315424			1.0		g			json		0							original_only	good	Meat Extract	MeatExtract		MeatExtract					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1178_composition	Yeast extract	FOODON:03315426			1.0		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1179_composition	KNO3	CHEBI:17632	nitrate	NO3	1.0		g			json		0							original_only	good	KNO3	KNO3		KNO3					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1179_composition	Methanol	CHEBI:17790	methanol	CH4O	5.0		ml			json		0							original_only	good	Methanol	Methanol		Methanol					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1179_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	0.22		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	2.2			
jcm_1179_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	30.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	513.347023			
jcm_1180_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	1.75		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	17.5			
jcm_1180_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	2.5		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	33.534541			
jcm_1180_composition	Na2CO3	CHEBI:29377	sodium carbonate	CO3.2Na	95.0		g			json		0							original_only	good	Na2CO3	Na2CO3		Na2CO3					no_hydration	high		100.0	0.0	100.0	950.0			
jcm_1180_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	128.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	2190.28063			
jcm_1180_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	15.0		g			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_1180_composition	Trace element solution (see Medium No.1079)	ingredient:1886			1.0		ml			json		0							original_only	good	Trace element solution (see Medium No.1079)	Traceelementsolution(seeMediumNo.1079)		Traceelementsolution(seeMediumNo.1079)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1180_composition	Trace vitamins* (see Medium No.197)	ingredient:1784			5.0		ml			json		0							original_only	good	Trace vitamins* (see Medium No.197)	Tracevitamins*(seeMediumNo.197)		Tracevitamins*(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1181_composition	Trace element solution (see Medium No.1079)	ingredient:1886			1.0		ml			json		0							original_only	good	Trace element solution (see Medium No.1079)	Traceelementsolution(seeMediumNo.1079)		Traceelementsolution(seeMediumNo.1079)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1181_composition	Trace vitamins* (see Medium No.197)	ingredient:1784			5.0		ml			json		0							original_only	good	Trace vitamins* (see Medium No.197)	Tracevitamins*(seeMediumNo.197)		Tracevitamins*(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1182_composition	(NH4)2SO4	CHEBI:62946	ammonium sulfate	2H4N.O4S	0.45		g			json		0							original_only	good	(NH4)2SO4	(NH4)2SO4		(NH4)2SO4					no_hydration	high		100.0	0.0	100.0	4.5			
jcm_1182_composition	Ca(NO3)2·4H2O	CHEBI:86159	calcium nitrate tetrahydrate	Ca.4H2O.2NO3	0.01		g			json		0							original_only	good	Ca(NO3)2·4H2O	Ca(NO3)2·4H2O		Ca(NO3)2·4H2O					no_hydration	high		100.0	0.0	100.0	0.1			
jcm_1182_composition	CuSO4·5H2O	CHEBI:31440	copper(II) sulfate pentahydrate	Cu.5H2O.O4S	1.0		g			json		0							original_only	good	CuSO4·5H2O	CuSO4·5H2O		CuSO4·5H2O					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1182_composition	H3BO3	CHEBI:33118	boric acid	H3BO3	0.6		g			json		0							original_only	good	H3BO3	H3BO3		H3BO3					no_hydration	high		100.0	0.0	100.0	6.0			
jcm_1182_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.05		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	0.670691			
jcm_1182_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	0.5		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_1182_composition	Na2MoO4·2H2O	CHEBI:75215	sodium molybdate (anhydrous)	MoO4.2Na	0.5		g			json		0							original_only	good	Na2MoO4·2H2O	Na2MoO4·2H2O		Na2MoO4·2H2O					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_1182_composition	Na2SO4	CHEBI:32149	sodium sulfate	2Na.O4S	0.15		g			json		0							original_only	good	Na2SO4	Na2SO4		Na2SO4	CHEBI:32149				no_hydration	high		142.04	0.0	142.04	1.056041			
jcm_1182_composition	Na2SeO4	CHEBI:32149	sodium sulfate	2Na.O4S	1.0		g			json		0							original_only	good	Na2SeO4	Na2SeO4		Na2SeO4					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1182_composition	Na2WO4·2H2O	CHEBI:63939	sodium tungstate dihydrate	2H2O.2Na.O4W	1.0		g			json		0							original_only	good	Na2WO4·2H2O	Na2WO4·2H2O		Na2WO4·2H2O					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1182_composition	NaVO3	CHEBI:75221	sodium metavanadate	Na.O3V	0.1		g			json		0							original_only	good	NaVO3	NaVO3		NaVO3					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_1182_composition	ZnSO4·7H2O	CHEBI:32312	zinc sulfate heptahydrate	7H2O.O4S.Zn	10.0		g			json		0							original_only	good	ZnSO4·7H2O	ZnSO4·7H2O		ZnSO4·7H2O					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_1183_composition	Biotin	CHEBI:15956	biotin	C10H16N2O3S	2.0		mg			json		0							original_only	good	Biotin	Biotin		Biotin					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_1183_composition	DL-Calcium pantothenate	CHEBI:31345	Calcium pantothenate	2C9H16NO5.Ca	5.0		mg			json		0							original_only	good	DL-Calcium pantothenate	DL-Calciumpantothenate		DL-Calciumpantothenate					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1183_composition	Folic acid	CHEBI:27470	folic acid	C19H19N7O6	2.0		mg			json		0							original_only	good	Folic acid	Folicacid		Folicacid					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_1183_composition	HEPES	CHEBI:46756	HEPES		3.0		g			json		0							original_only	good	HEPES	HEPES		HEPES					no_hydration	high		100.0	0.0	100.0	30.0			
jcm_1183_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.5		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	6.706908			
jcm_1183_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	0.3		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	3.0			
jcm_1183_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.5		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	9.347542			
jcm_1183_composition	Na2S2O3·5H2O	CHEBI:32150	sodium thiosulfate pentahydrate	5H2O.2Na.O3S2	0.1		g			json		0							original_only	good	Na2S2O3·5H2O	Na2S2O3·5H2O		Na2S2O3·5H2O					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_1183_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.5		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	8.555784			
jcm_1183_composition	Nicotinic acid	CHEBI:15940	nicotinic acid	C6H5NO2	5.0		mg			json		0							original_only	good	Nicotinic acid	Nicotinicacid		Nicotinicacid					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1183_composition	Pyridoxine·HCl	CHEBI:131531	pyridoxamine hydrochloride	C8H12N2O2.HCl	10.0		mg			json		0							original_only	good	Pyridoxine·HCl	Pyridoxine·HCl		Pyridoxine·HCl					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_1183_composition	Riboflavin	CHEBI:17015	riboflavin	C17H20N4O6	5.0		mg			json		0							original_only	good	Riboflavin	Riboflavin		Riboflavin					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1183_composition	Thiamine·HCl	CHEBI:49105	thiamine hydrochloride	C12H17N4OS.Cl.HCl	5.0		mg			json		0							original_only	good	Thiamine·HCl	Thiamine·HCl		Thiamine·HCl					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1183_composition	Trace elements solution (see Medium No.310)	ingredient:1886			1.0		ml			json		0							original_only	good	Trace elements solution (see Medium No.310)	Traceelementssolution(seeMediumNo.310)		Traceelementssolution(seeMediumNo.310)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1183_composition	Vitamin B12	CHEBI:176843	vitamin B12		0.5		mg			json		0							original_only	good	Vitamin B12	VitaminB12		VitaminB12					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_1183_composition	p-Aminobenzoic acid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	5.0		mg			json		0							original_only	good	p-Aminobenzoic acid	p-Aminobenzoicacid		p-Aminobenzoicacid					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1185_composition	Agar	CHEBI:2509	agar		15.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_1185_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	50.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	855.578371			
jcm_1186_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	1.0		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1186_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	4.0		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	40.0			
jcm_1186_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.5		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	9.347542			
jcm_1186_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	25.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	427.789185			
jcm_1186_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1186_composition	Sodium acetate	CHEBI:32954	sodium acetate	C2H3O2.Na	0.08		g			json		0							original_only	good	Sodium acetate	Sodiumacetate		Sodiumacetate					no_hydration	high		100.0	0.0	100.0	0.8			
