medium_id	original	mapped	chebi_label	chebi_formula	value	concentration	unit	mmol_l	optional	source	normalized_compound	hydration_number	chebi_match	chebi_id	chebi_original_name	similarity_score	match_confidence	matching_method	mapping_status	mapping_quality	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	hydration_state	hydration_parsing_method	hydration_confidence	base_compound_for_mapping	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	corrected_mmol_l	hydrated_chebi_id	hydrated_chebi_label	hydrate_mapping_source
jcm_1150_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.5		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	9.347542			
jcm_1150_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	40.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	684.462697			
jcm_1150_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1150_composition	Trace vitamins solution (see Medium No.284)	ingredient:1982			1.0		ml			json		0							original_only	good	Trace vitamins solution (see Medium No.284)	Tracevitaminssolution(seeMediumNo.284)		Tracevitaminssolution(seeMediumNo.284)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1150_composition	Yeast extract	FOODON:03315426			1.0		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1152_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	20.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	342.231348			
jcm_1153_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	20.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	342.231348			
jcm_1154_composition	(NH4)2SO4	CHEBI:62946	ammonium sulfate	2H4N.O4S	2.0		g			json		0							original_only	good	(NH4)2SO4	(NH4)2SO4		(NH4)2SO4					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_1154_composition	Agar	CHEBI:2509	agar		15.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_1154_composition	Methanol	CHEBI:17790	methanol	CH4O	10.0		ml			json		0							original_only	good	Methanol	Methanol		Methanol					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_1154_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	0.125		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	1.25			
jcm_1154_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.5		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	8.555784			
jcm_1155_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.05		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	0.5			
jcm_1155_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	0.5		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_1155_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.4		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	5.365526			
jcm_1155_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	0.3		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	3.0			
jcm_1155_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.5		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	9.347542			
jcm_1155_composition	Na2SO4	CHEBI:32149	sodium sulfate	2Na.O4S	2.84		g			json		0							original_only	good	Na2SO4	Na2SO4		Na2SO4	CHEBI:32149				no_hydration	high		142.04	0.0	142.04	19.994368			
jcm_1155_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	5.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	85.557837			
jcm_1155_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1155_composition	Trace element solution (see Medium No.294)	ingredient:1886			1.0		ml			json		0							original_only	good	Trace element solution (see Medium No.294)	Traceelementsolution(seeMediumNo.294)		Traceelementsolution(seeMediumNo.294)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1155_composition	Trace vitamins* (see Medium No.197)	ingredient:1784			1.0		ml			json		0							original_only	good	Trace vitamins* (see Medium No.197)	Tracevitamins*(seeMediumNo.197)		Tracevitamins*(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1156_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	50.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	855.578371			
jcm_1157_composition	Biotin	CHEBI:15956	biotin	C10H16N2O3S	2.0		mg			json		0							original_only	good	Biotin	Biotin		Biotin					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_1157_composition	DL-Calcium pantothenate	CHEBI:31345	Calcium pantothenate	2C9H16NO5.Ca	5.0		mg			json		0							original_only	good	DL-Calcium pantothenate	DL-Calciumpantothenate		DL-Calciumpantothenate					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1157_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	0.2		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	2.682763			
jcm_1157_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	0.1		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_1157_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.25		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	4.673771			
jcm_1157_composition	Na2CO3	CHEBI:29377	sodium carbonate	CO3.2Na	3.5		g			json		0							original_only	good	Na2CO3	Na2CO3		Na2CO3					no_hydration	high		100.0	0.0	100.0	35.0			
jcm_1157_composition	Na2SO4	CHEBI:32149	sodium sulfate	2Na.O4S	4.0		g			json		0							original_only	good	Na2SO4	Na2SO4		Na2SO4	CHEBI:32149				no_hydration	high		142.04	0.0	142.04	28.161081			
jcm_1157_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	5.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	85.557837			
jcm_1157_composition	Nicotinic acid	CHEBI:15940	nicotinic acid	C6H5NO2	20.0		mg			json		0							original_only	good	Nicotinic acid	Nicotinicacid		Nicotinicacid					no_hydration	high		100.0	0.0	100.0	200.0			
jcm_1157_composition	Pyridoxine·HCl	CHEBI:131531	pyridoxamine hydrochloride	C8H12N2O2.HCl	50.0		mg			json		0							original_only	good	Pyridoxine·HCl	Pyridoxine·HCl		Pyridoxine·HCl					no_hydration	high		100.0	0.0	100.0	500.0			
jcm_1157_composition	Thiamine·HCl	CHEBI:49105	thiamine hydrochloride	C12H17N4OS.Cl.HCl	10.0		mg			json		0							original_only	good	Thiamine·HCl	Thiamine·HCl		Thiamine·HCl					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_1157_composition	Trace element solution (see Medium No.187)	ingredient:1886			1.0		ml			json		0							original_only	good	Trace element solution (see Medium No.187)	Traceelementsolution(seeMediumNo.187)		Traceelementsolution(seeMediumNo.187)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1157_composition	Vitamin B12	CHEBI:176843	vitamin B12		20.0		mg			json		0							original_only	good	Vitamin B12	VitaminB12		VitaminB12					no_hydration	high		100.0	0.0	100.0	200.0			
jcm_1157_composition	Yeast extract	FOODON:03315426			0.2		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	2.0			
jcm_1157_composition	p-Aminobenzoic acid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	10.0		mg			json		0							original_only	good	p-Aminobenzoic acid	p-Aminobenzoicacid		p-Aminobenzoicacid					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_1158_composition	Biotin	CHEBI:15956	biotin	C10H16N2O3S	2.0		mg			json		0							original_only	good	Biotin	Biotin		Biotin					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_1158_composition	DL-Calcium pantothenate	CHEBI:31345	Calcium pantothenate	2C9H16NO5.Ca	5.0		mg			json		0							original_only	good	DL-Calcium pantothenate	DL-Calciumpantothenate		DL-Calciumpantothenate					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1158_composition	Folic acid	CHEBI:27470	folic acid	C19H19N7O6	2.0		mg			json		0							original_only	good	Folic acid	Folicacid		Folicacid					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_1158_composition	Lipoic acid	CHEBI:16494	lipoic acid	C8H14O2S2	5.0		mg			json		0							original_only	good	Lipoic acid	Lipoicacid		Lipoicacid					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1158_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	1.68		g			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	16.8			
jcm_1158_composition	Nicotinic acid	CHEBI:15940	nicotinic acid	C6H5NO2	5.0		mg			json		0							original_only	good	Nicotinic acid	Nicotinicacid		Nicotinicacid					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1158_composition	Pyridoxine·HCl	CHEBI:131531	pyridoxamine hydrochloride	C8H12N2O2.HCl	10.0		mg			json		0							original_only	good	Pyridoxine·HCl	Pyridoxine·HCl		Pyridoxine·HCl					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_1158_composition	Riboflavin	CHEBI:17015	riboflavin	C17H20N4O6	5.0		mg			json		0							original_only	good	Riboflavin	Riboflavin		Riboflavin					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1158_composition	Thiamine·HCl	CHEBI:49105	thiamine hydrochloride	C12H17N4OS.Cl.HCl	5.0		mg			json		0							original_only	good	Thiamine·HCl	Thiamine·HCl		Thiamine·HCl					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_1158_composition	Vitamin B12	CHEBI:176843	vitamin B12		0.1		mg			json		0							original_only	good	Vitamin B12	VitaminB12		VitaminB12					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_1158_composition	p-Aminobenzoic acid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	5.0		mg			json		0							original_only	good	p-Aminobenzoic acid	p-Aminobenzoicacid		p-Aminobenzoicacid					no_hydration	high		100.0	0.0	100.0	50.0			
jcm_115_composition	Agar	CHEBI:2509	agar		15.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_115_composition	KCl	CHEBI:32588	potassium chloride	Cl.K	2.0		g			json		0							original_only	good	KCl	KCl		KCl					no_hydration	high		74.55	0.0	74.55	26.827632			
jcm_115_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	20.0		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	200.0			
jcm_115_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	150.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	2566.735113			
jcm_115_composition	Trisodium citrate·2H2O	CHEBI:53258	sodium citrate	C6H5O7.3Na	3.0		g			json		0							original_only	good	Trisodium citrate·2H2O	Trisodiumcitrate·2H2O		Trisodiumcitrate·2H2O					no_hydration	high		100.0	0.0	100.0	30.0			
jcm_1160_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	1.0		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1160_composition	Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	1.8		g			json		0							original_only	good	Glucose	Glucose		Glucose					no_hydration	high		100.0	0.0	100.0	18.0			
jcm_1160_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	4.0		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	40.0			
jcm_1160_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.5		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	9.347542			
jcm_1160_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	25.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	427.789185			
jcm_1160_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1160_composition	Trace vitamins solution (see Medium No.284)	ingredient:1982			2.0		ml			json		0							original_only	good	Trace vitamins solution (see Medium No.284)	Tracevitaminssolution(seeMediumNo.284)		Tracevitaminssolution(seeMediumNo.284)					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_1160_composition	Yeast extract	FOODON:03315426			1.0		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1161_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	1.0		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1161_composition	Na2CO3	CHEBI:29377	sodium carbonate	CO3.2Na	35.0		g			json		0							original_only	good	Na2CO3	Na2CO3		Na2CO3					no_hydration	high		100.0	0.0	100.0	350.0			
jcm_1161_composition	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHO3.Na	25.0		g			json		0							original_only	good	NaHCO3	NaHCO3		NaHCO3					no_hydration	high		100.0	0.0	100.0	250.0			
jcm_1161_composition	Trace element solution (see Medium No.1079)	ingredient:1886			1.0		ml			json		0							original_only	good	Trace element solution (see Medium No.1079)	Traceelementsolution(seeMediumNo.1079)		Traceelementsolution(seeMediumNo.1079)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1161_composition	Trace vitamins* (see Medium No.197)	ingredient:1784			1.0		ml			json		0							original_only	good	Trace vitamins* (see Medium No.197)	Tracevitamins*(seeMediumNo.197)		Tracevitamins*(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1162_composition	(NH4)2SO4	CHEBI:62946	ammonium sulfate	2H4N.O4S	0.2		g			json		0							original_only	good	(NH4)2SO4	(NH4)2SO4		(NH4)2SO4					no_hydration	high		100.0	0.0	100.0	2.0			
jcm_1162_composition	Na2S2O3·5H2O	CHEBI:32150	sodium thiosulfate pentahydrate	5H2O.2Na.O3S2	2.5		g			json		0							original_only	good	Na2S2O3·5H2O	Na2S2O3·5H2O		Na2S2O3·5H2O					no_hydration	high		100.0	0.0	100.0	25.0			
jcm_1162_composition	Trace vitamins* (see Medium No.197)	ingredient:1784			10.0		ml			json		0							original_only	good	Trace vitamins* (see Medium No.197)	Tracevitamins*(seeMediumNo.197)		Tracevitamins*(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_1165_composition	Agar	CHEBI:2509	agar		15.0		g			json		0							original_only	good	Agar	Agar		Agar					no_hydration	high		100.0	0.0	100.0	150.0			
jcm_1165_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	20.0		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	200.0			
jcm_1165_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	30.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	513.347023			
jcm_1166_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.005		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	0.05			
jcm_1166_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	0.25		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	2.5			
jcm_1166_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	0.5		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_1166_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	0.2		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	2.0			
jcm_1166_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.5		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	9.347542			
jcm_1166_composition	Na2SO4	CHEBI:32149	sodium sulfate	2Na.O4S	2.8		g			json		0							original_only	good	Na2SO4	Na2SO4		Na2SO4	CHEBI:32149				no_hydration	high		142.04	0.0	142.04	19.712757			
jcm_1166_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	10.0		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	171.115674			
jcm_1166_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1166_composition	Selenite-tungstate solution (see Medium No.431)	ingredient:1921			0.4		ml			json		0							original_only	good	Selenite-tungstate solution (see Medium No.431)	Selenite-tungstatesolution(seeMediumNo.431)		Selenite-tungstatesolution(seeMediumNo.431)					no_hydration	high		100.0	0.0	100.0	4.0			
jcm_1166_composition	Sodium lactate	CHEBI:75228	sodium lactate	C3H5O3.Na	1.12		g			json		0							original_only	good	Sodium lactate	Sodiumlactate		Sodiumlactate					no_hydration	high		100.0	0.0	100.0	11.2			
jcm_1166_composition	Vitamin solution* (see Medium No.556)	ingredient:1855			1.0		ml			json		0							original_only	good	Vitamin solution* (see Medium No.556)	Vitaminsolution*(seeMediumNo.556)		Vitaminsolution*(seeMediumNo.556)					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1167_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.025		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	0.25			
jcm_1167_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	14.0		mg			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	140.0			
jcm_1167_composition	CuCl2·2H2O	CHEBI:86318	copper(II) chloride dihydrate	Cl2Cu.2H2O	0.205		mg			json		0							original_only	good	CuCl2·2H2O	CuCl2·2H2O		CuCl2·2H2O					no_hydration	high		100.0	0.0	100.0	2.05			
jcm_1167_composition	H3BO3	CHEBI:33118	boric acid	H3BO3	3.5		mg			json		0							original_only	good	H3BO3	H3BO3		H3BO3					no_hydration	high		100.0	0.0	100.0	35.0			
jcm_1167_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	0.348		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	3.48			
jcm_1167_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	0.5		g			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_1167_composition	MgSO4·7H2O	CHEBI:32599	magnesium sulfate	Mg.O4S	246.0		mg			json		0							original_only	good	MgSO4·7H2O	MgSO4·7H2O		MgSO4·7H2O					no_hydration	high		100.0	0.0	100.0	2460.0			
jcm_1167_composition	MnCl2·4H2O	PubChem:30200			0.257		mg			json		0							original_only	good	MnCl2·4H2O	MnCl2·4H2O		MnCl2·4H2O					no_hydration	high		100.0	0.0	100.0	2.57			
jcm_1167_composition	NH4Cl	CHEBI:31206	ammonium chloride	Cl.H4N	0.5		g			json		0							original_only	good	NH4Cl	NH4Cl		NH4Cl					no_hydration	high		53.49	0.0	53.49	9.347542			
jcm_1167_composition	Na2-EDTA	CHEBI:64734	EDTA disodium salt (anhydrous)	C10H14N2O8.2Na	22.59		mg			json		0							original_only	good	Na2-EDTA	Na2-EDTA		Na2-EDTA					no_hydration	high		100.0	0.0	100.0	225.9			
jcm_1167_composition	Na2MoO4·2H2O	CHEBI:75215	sodium molybdate (anhydrous)	MoO4.2Na	0.944		mg			json		0							original_only	good	Na2MoO4·2H2O	Na2MoO4·2H2O		Na2MoO4·2H2O					no_hydration	high		100.0	0.0	100.0	9.44			
jcm_1167_composition	Na2SeO3·5H2O	CHEBI:48843	disodium selenite	2Na.O3Se	0.395		mg			json		0							original_only	good	Na2SeO3·5H2O	Na2SeO3·5H2O		Na2SeO3·5H2O					no_hydration	high		100.0	0.0	100.0	3.95			
jcm_1167_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	2.25		g			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	38.501027			
jcm_1167_composition	NaCl	CHEBI:26710	sodium chloride	Cl.Na	0.584		mg			json		0							original_only	good	NaCl	NaCl		NaCl	CHEBI:26710				no_hydration	high		58.44	0.0	58.44	9.993155			
jcm_1167_composition	NiCl2·6H2O	CHEBI:34887	nickel dichloride	Cl2Ni	1.19		mg			json		0							original_only	good	NiCl2·6H2O	NiCl2·6H2O		NiCl2·6H2O					no_hydration	high		100.0	0.0	100.0	11.9			
jcm_1167_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	0.5		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	5.0			
jcm_1167_composition	Trace vitamins* (see Medium No.197)	ingredient:1784			20.0		ml			json		0							original_only	good	Trace vitamins* (see Medium No.197)	Tracevitamins*(seeMediumNo.197)		Tracevitamins*(seeMediumNo.197)					no_hydration	high		100.0	0.0	100.0	200.0			
jcm_1167_composition	Yeast extract	FOODON:03315426			2.0		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	20.0			
jcm_1167_composition	ZnCl2	CHEBI:49976	zinc dichloride	2Cl.Zn	0.136		mg			json		0							original_only	good	ZnCl2	ZnCl2		ZnCl2					no_hydration	high		100.0	0.0	100.0	1.36			
jcm_116_composition	Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6	10.0		g			json		0							original_only	good	Glucose	Glucose		Glucose					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_116_composition	Yeast extract	FOODON:03315426			3.0		g			json		0							original_only	good	Yeast extract	Yeastextract		Yeastextract					no_hydration	high		100.0	0.0	100.0	30.0			
jcm_1170_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.01		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	0.1			
jcm_1170_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	37.5		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	375.0			
jcm_1170_composition	Cellobiose	CHEBI:17057	cellobiose	C12H22O11	10.0		g			json		0							original_only	good	Cellobiose	Cellobiose		Cellobiose					no_hydration	high		100.0	0.0	100.0	100.0			
jcm_1170_composition	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K	2.9		g			json		0							original_only	good	K2HPO4	K2HPO4		K2HPO4					no_hydration	high		100.0	0.0	100.0	29.0			
jcm_1170_composition	MgCl2·6H2O	CHEBI:86345	magnesium dichloride hexahydrate	2Cl.6H2O.Mg	25.0		g			json		0							original_only	good	MgCl2·6H2O	MgCl2·6H2O		MgCl2·6H2O					no_hydration	high		100.0	0.0	100.0	250.0			
jcm_1170_composition	Na2CO3	CHEBI:29377	sodium carbonate	CO3.2Na	4.0		g			json		0							original_only	good	Na2CO3	Na2CO3		Na2CO3					no_hydration	high		100.0	0.0	100.0	40.0			
jcm_1170_composition	Resazurin	CHEBI:8806	Resazurin	C12H7NO4	1.0		mg			json		0							original_only	good	Resazurin	Resazurin		Resazurin					no_hydration	high		100.0	0.0	100.0	10.0			
jcm_1170_composition	Urea	CHEBI:16199	urea	CH4N2O	2.1		g			json		0							original_only	good	Urea	Urea		Urea					no_hydration	high		100.0	0.0	100.0	21.0			
jcm_1171_composition	1,4-Naphthoquinone	CHEBI:27418	1,4-naphthoquinone	C10H6O2	0.2		mg			json		0							original_only	good	1,4-Naphthoquinone	1,4-Naphthoquinone		1,4-Naphthoquinone					no_hydration	high		100.0	0.0	100.0	2.0			
jcm_1171_composition	Biotin	CHEBI:15956	biotin	C10H16N2O3S	0.1		mg			json		0							original_only	good	Biotin	Biotin		Biotin					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_1171_composition	CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O	0.147		g			json		0							original_only	good	CaCl2·2H2O	CaCl2·2H2O		CaCl2·2H2O					no_hydration	high		100.0	0.0	100.0	1.47			
jcm_1171_composition	Calcium pantothenate	CHEBI:31345	Calcium pantothenate	2C9H16NO5.Ca	0.25		mg			json		0							original_only	good	Calcium pantothenate	Calciumpantothenate		Calciumpantothenate					no_hydration	high		100.0	0.0	100.0	2.5			
jcm_1171_composition	FeCl2·4H2O	CHEBI:86249	iron dichloride tetrahydrate	Cl2Fe.4H2O	1.5		g			json		0							original_only	good	FeCl2·4H2O	FeCl2·4H2O		FeCl2·4H2O					no_hydration	high		100.0	0.0	100.0	15.0			
jcm_1171_composition	Folic acid	CHEBI:27470	folic acid	C19H19N7O6	0.1		mg			json		0							original_only	good	Folic acid	Folicacid		Folicacid					no_hydration	high		100.0	0.0	100.0	1.0			
jcm_1171_composition	Hemin	CHEBI:50385	hemin	C34H32ClFeN4O4	0.05		mg			json		0							original_only	good	Hemin	Hemin		Hemin					no_hydration	high		100.0	0.0	100.0	0.5			
jcm_1171_composition	K2SO4	CHEBI:32036	potassium sulfate	2K.O4S	0.349		g			json		0							original_only	good	K2SO4	K2SO4		K2SO4					no_hydration	high		100.0	0.0	100.0	3.49			
